451,249;34906,190
452,889;34795,200
454,528;34571,700
456,168;34821,470
457,807;34840,560
459,447;34823,740
461,086;34825,290
462,726;34752,650
464,365;34560,970
466,005;34550,520
467,644;34451,600
469,284;34326,610
470,923;34274,900
472,563;34174,570
474,202;34253,030
475,842;34100,060
477,481;33983,620
479,121;34010,910
480,760;34041,540
482,400;33950,190
484,039;34043,940
485,679;34232,430
487,318;34280,110
488,957;34088,970
490,597;34124,220
492,236;33999,150
493,876;33904,100
495,515;33901,350
497,155;33939,790
498,794;33899,560
500,434;33833,160
502,073;33728,820
503,713;33696,410
505,352;33685,890
506,992;33709,740
508,631;33949,230
510,271;34270,510
511,910;34689,920
513,550;35031,730
515,189;35134,220
516,829;34960,090
518,468;34814,260
520,108;34367,980
521,747;33846,910
523,387;33437,790
525,026;33211,560
526,666;33116,310
528,305;32959,810
529,945;32935,430
531,584;32974,770
533,224;33005,420
534,863;32982,210
536,503;32924,200
538,142;33087,320
539,782;32987,360
541,421;32936,460
543,061;33013,890
544,700;33116,340
546,340;33061,750
547,979;33311,420
549,619;33140,440
551,258;33062,060
552,898;33008,210
554,537;32948,170
556,177;33001,510
557,816;32956,340
559,456;32934,770
561,095;32895,300
562,735;32803,920
564,374;32689,100
566,014;32635,050
567,653;32656,910
569,293;32561,420
570,932;32604,700
572,572;32525,900
574,211;32366,890
575,851;32395,070
577,490;32317,720
579,130;32323,210
580,769;32336,000
582,409;32266,520
584,048;32183,070
585,687;32169,510
587,327;32052,640
588,966;31897,640
590,606;31953,510
592,245;31953,720
593,885;31856,680
595,524;31720,830
597,164;31599,650
598,803;31788,110
600,443;31715,450
602,082;31606,520
603,722;31519,110
605,361;31488,590
607,001;31516,310
608,640;31407,290
610,280;31446,220
611,919;31417,850
613,559;31525,850
615,198;31733,610
616,838;31929,180
618,477;32118,540
620,117;32034,880
621,756;32148,160
623,396;32065,470
625,035;31889,400
626,675;31934,190
628,314;32397,030
629,954;32851,500
631,593;33245,420
633,233;33558,480
634,872;33526,060
636,512;33220,960
638,151;32709,180
639,791;32001,080
641,430;31658,660
643,070;31494,970
644,709;31260,460
646,349;31162,080
647,988;31141,060
649,628;31095,310
651,267;31057,380
652,907;30933,560
654,546;31020,080
656,186;31010,470
657,825;30869,210
659,465;30761,190
661,104;30739,540
662,744;30611,290
664,383;30534,040
666,023;30633,050
667,662;30485,500
669,302;30591,970
670,941;30706,980
672,581;30628,490
674,220;30693,270
675,860;30785,600
677,499;31044,970
679,139;31166,400
680,778;31375,750
682,418;31643,080
684,057;31981,900
685,696;32543,860
687,336;33384,480
688,975;34767,200
690,615;35944,040
692,254;36946,000
693,894;37388,190
695,533;37192,680
697,173;36516,400
698,812;35344,470
700,452;33678,960
702,091;32532,650
703,731;31633,080
705,370;31005,000
707,010;30587,850
708,649;30347,850
710,289;30246,580
711,928;29954,690
713,568;29898,880
715,207;29781,910
716,847;29784,920
718,486;29709,860
720,126;29651,270
721,765;29668,070
723,405;29532,020
725,044;29385,510
726,684;29242,480
728,323;29295,510
729,963;29262,860
731,602;29207,270
733,242;29242,860
734,881;29326,900
736,521;29313,610
738,160;29459,980
739,800;29346,890
741,439;29272,970
743,079;29260,930
744,718;29181,910
746,358;29134,690
747,997;29233,310
749,637;29418,190
751,276;29754,410
752,916;30408,450
754,555;31134,160
756,195;31584,690
757,834;31771,210
759,474;31588,330
761,113;31033,740
762,753;30294,500
764,392;29551,340
766,032;29123,840
767,671;28962,480
769,311;28818,500
770,950;28753,430
772,590;28688,750
774,229;28657,430
775,869;28704,770
777,508;28741,430
779,148;28702,280
780,787;28707,600
782,427;28697,290
784,066;28751,910
785,705;28773,800
787,345;28674,680
788,984;28599,930
790,624;28594,190
792,263;28477,720
793,903;28590,980
795,542;28290,700
797,182;28281,820
798,821;28439,570
800,461;28521,250
802,100;28506,890
803,740;28446,440
805,379;28397,000
807,019;28367,260
808,658;28251,470
810,298;28359,870
811,937;28398,890
813,577;28359,870
815,216;28246,480
816,856;28356,050
818,495;28356,980
820,135;28220,680
821,774;28262,430
823,414;28343,810
825,053;28263,650
826,693;28210,500
828,332;28155,920
829,972;28186,950
831,611;28059,280
833,251;27957,230
834,890;27978,120
836,530;28071,050
838,169;28108,140
839,809;28014,570
841,448;28074,690
843,088;28224,230
844,727;28190,420
846,367;28272,660
848,006;28184,090
849,646;28100,310
851,285;27989,990
852,925;27826,910
854,564;27683,340
856,204;27599,820
857,843;27548,840
859,483;27422,520
861,122;27331,440
862,762;27272,900
864,401;27180,070
866,041;27213,860
867,680;27287,340
869,320;27255,250
870,959;27214,840
872,599;27207,610
874,238;27106,710
875,878;27081,750
877,517;27106,070
879,157;26953,960
880,796;27075,700
882,435;27033,460
884,075;27108,020
885,714;27139,200
887,354;26977,590
888,993;26826,050
890,633;26832,520
892,272;26908,180
893,912;26933,950
895,551;26799,420
897,191;26791,170
898,830;26923,980
900,470;26798,490
902,109;26779,740
903,749;26751,060
905,388;26708,180
907,028;26745,280
908,667;26668,350
910,307;26601,630
911,946;26641,220
913,586;26638,230
915,225;26800,070
916,865;26883,500
918,504;26989,540
920,144;27222,030
921,783;27763,130
923,423;28261,010
925,062;29032,830
926,702;30426,160
928,341;32031,880
929,981;33419,250
931,620;34436,090
933,260;34842,800
934,899;34305,780
936,539;33009,590
938,178;31581,180
939,818;30042,390
941,457;28825,280
943,097;27917,970
944,736;27246,460
946,376;26813,600
948,015;26473,520
949,655;26317,210
951,294;26223,330
952,934;26089,360
954,573;26065,500
956,213;26047,710
957,852;25917,460
959,492;25840,250
961,131;25838,810
962,771;25818,650
964,410;25798,300
966,050;25734,280
967,689;25770,450
969,329;25513,750
970,968;25599,500
972,608;25549,010
974,247;25596,270
975,887;25628,160
977,526;25542,980
979,166;25378,100
980,805;25287,280
982,444;25273,540
984,084;25217,830
985,723;25116,790
987,363;25073,890
989,002;25089,820
990,642;25116,450
992,281;25267,050
993,921;25488,210
995,560;25848,280
997,200;26308,910
998,839;26466,230
1000,479;26599,790
1002,118;26454,560
1003,758;26367,230
1005,397;26270,760
1007,037;26177,240
1008,676;26091,350
1010,316;25999,410
1011,955;25758,200
1013,595;25454,970
1015,234;25158,410
1016,874;25051,120
1018,513;25165,180
1020,153;25403,830
1021,792;25776,160
1023,432;25771,470
1025,071;25702,070
1026,711;25578,850
1028,350;25320,160
1029,990;24962,150
1031,629;24723,300
1033,269;24769,020
1034,908;25120,890
1036,548;25655,950
1038,187;26487,860
1039,827;27083,420
1041,466;27509,480
1043,106;27714,440
1044,745;27425,780
1046,385;26971,730
1048,024;26442,660
1049,664;26170,000
1051,303;26341,170
1052,943;27063,290
1054,582;28588,230
1056,222;30500,750
1057,861;31956,150
1059,501;32541,530
1061,140;32202,790
1062,780;30875,440
1064,419;28867,620
1066,059;26928,990
1067,698;25402,120
1069,338;24570,410
1070,977;24068,030
1072,617;23604,460
1074,256;23345,280
1075,896;23136,690
1077,535;23148,380
1079,174;23032,170
1080,814;23046,890
1082,453;22840,110
1084,093;22798,470
1085,732;22860,820
1087,372;22774,950
1089,011;22674,970
1090,651;22564,040
1092,290;22596,990
1093,930;22450,740
1095,569;22443,130
1097,209;22479,820
1098,848;22476,450
1100,488;22351,950
1102,127;22179,800
1103,767;22302,300
1105,406;22194,620
1107,046;22221,220
1108,685;22141,180
1110,325;22051,320
1111,964;22015,040
1113,604;22029,680
1115,243;22039,400
1116,883;22004,890
1118,522;22087,030
1120,162;22141,350
1121,801;22089,120
1123,441;21968,500
1125,080;21941,990
1126,720;21908,370
1128,359;21839,210
1129,999;21858,190
1131,638;21964,040
1133,278;21970,100
1134,917;21975,160
1136,557;21897,190
1138,196;21847,500
1139,836;21777,500
1141,475;21781,840
1143,115;21849,740
1144,754;21828,150
1146,394;21881,560
1148,033;21873,550
1149,673;21769,540
1151,312;21760,450
1152,952;21719,690
1154,591;21708,730
1156,231;21852,570
1157,870;21845,310
1159,510;21811,210
1161,149;21856,640
1162,789;21834,360
1164,428;21795,530
1166,068;21703,040
1167,707;21651,240
1169,347;21567,180
1170,986;21491,510
1172,626;21507,940
1174,265;21436,190
1175,905;21386,000
1177,544;21492,400
1179,183;21371,430
1180,823;21370,470
1182,462;21381,900
1184,102;21331,640
1185,741;21269,400
1187,381;21389,510
1189,020;21473,600
1190,660;21441,810
1192,299;21404,720
1193,939;21458,000
1195,578;21465,940
1197,218;21478,850
1198,857;21611,840
1200,497;21813,450
1202,136;21926,450
1203,776;22469,650
1205,415;23274,090
1207,055;25053,770
1208,694;27291,460
1210,334;29312,890
1211,973;30204,480
1213,613;30230,380
1215,252;29190,290
1216,892;27149,800
1218,531;24928,610
1220,171;23301,220
1221,810;22394,570
1223,450;21760,400
1225,089;21232,530
1226,729;21037,680
1228,368;20854,100
1230,008;20726,130
1231,647;20541,730
1233,287;20371,140
1234,926;20373,050
