300,42	8958,74
302,06	9040,6
303,7	9112,57
305,33	9122,82
306,97	9056,02
308,61	9161,14
310,25	9150,24
311,89	9114,99
313,53	9106,62
315,17	9159,43
316,81	9100,87
318,45	9119,83
320,09	9177,58
321,73	9212,92
323,37	9104,93
325,01	9121,05
326,65	9128,6
328,29	9148,26
329,93	9210,79
331,57	9208,42
333,21	9204,75
334,85	9162,08
336,49	9138,44
338,12	9235,54
339,76	9292,57
341,4	9336,27
343,04	9386,21
344,68	9421,96
346,32	9379,98
347,96	9416,13
349,6	9429,83
351,24	9444,58
352,88	9462,99
354,52	9442,39
356,16	9431,35
357,8	9468,88
359,44	9540,05
361,08	9613,04
362,72	9619,4
364,36	9691,42
366	9680,72
367,64	9676
369,28	9743,78
370,91	9742,19
372,55	9780,73
374,19	9770,42
375,83	9799,58
377,47	9930,59
379,11	9935,39
380,75	9839,44
382,39	9863,55
384,03	9937,27
385,67	9946,47
387,31	9915,93
388,95	9896,67
390,59	9926,25
392,23	9997,25
393,87	10070,43
395,51	10010,45
397,15	10076,21
398,79	10102,96
400,43	10075,72
402,06	10035,76
403,7	10128,99
405,34	10156,93
406,98	10133,78
408,62	10111,55
410,26	10141,66
411,9	10254,17
413,54	10203,01
415,18	10228,49
416,82	10320,64
418,46	10407,67
420,1	10349,52
421,74	10505,38
423,38	10477,15
425,02	10495,14
426,66	10597,86
428,3	10552
429,94	10551,19
431,58	10615,01
433,22	10696,23
434,85	10751,52
436,49	10750,31
438,13	10755,15
439,77	10838,37
441,41	10821,24
443,05	10801,47
444,69	10896,05
446,33	10834,37
447,97	10823,63
449,61	10893,75
451,25	10919,54
452,89	10858,41
454,53	10880,44
456,17	10907,89
457,81	10896,23
459,45	10888,63
461,09	10943,8
462,73	11095,96
464,37	11017,65
466,01	11056,98
467,64	11096,99
469,28	11093,46
470,92	11052,7
472,56	11063,31
474,2	11186,57
475,84	11163,97
477,48	11182,68
479,12	11315,75
480,76	11470,51
482,4	11685,85
484,04	11919,61
485,68	12132,13
487,32	12321,48
488,96	12477,35
490,6	12520,8
492,24	12388,37
493,88	12283,89
495,52	12169,4
497,16	12038,15
498,79	11921,6
500,43	11819,13
502,07	11692,07
503,71	11640,12
505,35	11616,03
506,99	11580,91
508,63	11575,38
510,27	11485,95
511,91	11525,29
513,55	11595,52
515,19	11612,53
516,83	11572,05
518,47	11688,21
520,11	11666,46
521,75	11669,45
523,39	11650,76
525,03	11642,29
526,67	11708,16
528,31	11734,66
529,95	11841,18
531,58	11865,63
533,22	11844,85
534,86	11853,46
536,5	11941,46
538,14	11946,43
539,78	11961
541,42	12036,57
543,06	12075,15
544,7	12087,34
546,34	12202,24
547,98	12230,53
549,62	12182,88
551,26	12219,13
552,9	12264,38
554,54	12305,13
556,18	12430,26
557,82	12459,54
559,46	12476,28
561,1	12509,56
562,74	12517,22
564,37	12508,85
566,01	12544,98
567,65	12534,05
569,29	12611,67
570,93	12604,39
572,57	12628,37
574,21	12700,42
575,85	12718,09
577,49	12633,18
579,13	12707,33
580,77	12725,25
582,41	12744,9
584,05	12796,99
585,69	12883,36
587,33	13027,97
588,97	13118,7
590,61	13188,83
592,25	13328,47
593,89	13522,69
595,52	13659,79
597,16	13587,78
598,8	13583,56
600,44	13429,71
602,08	13336,39
603,72	13286,12
605,36	13213,88
607	13088,56
608,64	12988,84
610,28	13086,12
611,92	13139,06
613,56	13157,5
615,2	13192,51
616,84	13202,08
618,48	13002,31
620,12	13102,03
621,76	13139,39
623,4	13136,23
625,04	13082,01
626,68	13049,58
628,31	13112,16
629,95	13095,17
631,59	13100,89
633,23	13147,81
634,87	13153,82
636,51	13149,54
638,15	13174,28
639,79	13210,55
641,43	13182,37
643,07	13341,84
644,71	13261,07
646,35	13252,45
647,99	13315,54
649,63	13369,58
651,27	13452,91
652,91	13412,77
654,55	13541,04
656,19	13575,97
657,83	13623,42
659,47	13705,71
661,1	13777,36
662,74	13801,31
664,38	13824,49
666,02	13888,11
667,66	13903,67
669,3	14013,07
670,94	14177,8
672,58	14324,64
674,22	14487,48
675,86	14778,28
677,5	15476,29
679,14	16058,75
680,78	16626,53
682,42	17105,17
684,06	17389,79
685,7	17464,85
687,34	17412,61
688,98	16962,4
690,62	16742,71
692,25	16485,75
693,89	16205,95
695,53	15996,3
697,17	15896,44
698,81	15832,71
700,45	15655,75
702,09	15647,02
703,73	15481,91
705,37	15335,33
